album,name,length,rating
Dois,Fábrica,0 days 00:04:56,4
Dois,Índios,0 days 00:04:23,4
Reality In Love,Reflections,0 days 00:02:10,3
Reality In Love,Colored Air,0 days 00:02:58,3
Reality In Love,Menuet,0 days 00:01:46,4
Reality In Love,Andante,0 days 00:03:10,3
Reality In Love,Impromptu,0 days 00:02:41,3
Reality In Love,Passage,0 days 00:04:13,4
Reality In Love,A Moment,0 days 00:02:06,3
Reality In Love,End Of The Summer,0 days 00:01:48,4
Reality In Love,光と水,0 days 00:04:35,5
Reality In Love,In The Light,0 days 00:04:22,5
Reality In Love,Reflections - Reprise,0 days 00:03:48,5
Promise,Is It A Crime,0 days 00:06:18,5
Promise,The Sweetest Taboo,0 days 00:04:35,3
Promise,War Of The Hearts,0 days 00:06:47,4
Promise,You’re Not The Man,0 days 00:05:10,4
Promise,Jezebel,0 days 00:05:30,5
Promise,Mr Wrong,0 days 00:02:50,3
Promise,Punch Drunk,0 days 00:05:25,4
Promise,Never As Good As The First Time,0 days 00:05:01,3
Promise,Fear,0 days 00:04:05,3
Promise,Tar Baby,0 days 00:03:58,5
Promise,Maureen,0 days 00:04:22,4
Stop Making Sense,Psycho Killer,0 days 00:04:25,4
Stop Making Sense,Heaven,0 days 00:03:41,1
Stop Making Sense,Thank You For Sending Me An Angel,0 days 00:02:10,2
Stop Making Sense,Found A Job,0 days 00:03:15,3
Stop Making Sense,Slippery People,0 days 00:04:01,4
Stop Making Sense,Burning Down The House,0 days 00:04:06,1
Stop Making Sense,Life During Wartime,0 days 00:05:51,4
Stop Making Sense,Making Flippy Floppy,0 days 00:04:40,5
Stop Making Sense,Swamp,0 days 00:04:30,1
Stop Making Sense,What A Day That Was,0 days 00:06:01,4
Stop Making Sense,This Must Be The Place (Naive Melody),0 days 00:04:57,4
Stop Making Sense,Once In A Lifetime,0 days 00:05:25,2
Stop Making Sense,Genius Of Love,0 days 00:04:31,1
Stop Making Sense,Girlfriend Is Better,0 days 00:05:06,3
Stop Making Sense,Take Me To The River,0 days 00:05:33,5
Stop Making Sense,Crosseyed And Painless,0 days 00:06:11,5
Djeli Moussa Diawara,Foté Mogoban,0 days 00:06:32,4
Djeli Moussa Diawara,Haïdara,0 days 00:10:54,4
Djeli Moussa Diawara,Yékèlè,0 days 00:07:46,4
Djeli Moussa Diawara,Yasimika,0 days 00:08:04,4
Luz,Samurai,0 days 00:04:46,5
Luz,Luz,0 days 00:04:05,3
Luz,Nobreza,0 days 00:02:27,2
Luz,Capim,0 days 00:04:16,3
Luz,Sina,0 days 00:05:30,5
Luz,Pétala,0 days 00:04:42,3
Luz,Banho De Rio,0 days 00:04:35,2
Luz,Açaí,0 days 00:04:37,4
Luz,Esfinge,0 days 00:04:17,3
Luz,Minha Irmã,0 days 00:02:05,2
Awakening,Awakening (覚醒),0 days 00:02:29,3
Awakening,You're My Baby,0 days 00:03:45,4
Awakening,Blue And Moody Music,0 days 00:04:32,4
Awakening,Only A Love Affair,0 days 00:04:47,5
Awakening,Love And Peace,0 days 00:04:23,1
Awakening,From Me To You,0 days 00:03:47,3
Awakening,I Can't Wait,0 days 00:04:14,3
Awakening,It Isn't Easy,0 days 00:04:17,4
Awakening,Awakening,0 days 00:03:36,4
Awakening,Say Goodbye,0 days 00:03:23,5
Awakening,Blue And Moody Music (Wendy’s Version),0 days 00:04:44,5
Straight From The Heart,Forget Me Nots,0 days 00:04:42,4
Straight From The Heart,I Was Tired Of Being Alone,0 days 00:03:49,4
Straight From The Heart,All We Need,0 days 00:05:50,3
Straight From The Heart,Number One,0 days 00:04:55,4
Straight From The Heart,Where There Is Love,0 days 00:03:07,2
Straight From The Heart,Breakout!,0 days 00:04:04,1
Straight From The Heart,If Only,0 days 00:03:19,2
Straight From The Heart,Remind Me,0 days 00:05:15,5
Straight From The Heart,(She Will) Take You Down To Love,0 days 00:04:20,1
淡淡幽情,獨上西樓,0 days 00:02:41,3
淡淡幽情,但願人長久,0 days 00:04:02,4
淡淡幽情,幾多愁,0 days 00:03:28,3
淡淡幽情,芳草無情,0 days 00:02:57,5
淡淡幽情,清夜悠悠,0 days 00:02:44,4
淡淡幽情,有誰知我此時情,0 days 00:03:49,4
淡淡幽情,臙脂淚,0 days 00:02:59,5
淡淡幽情,萬葉千聲,0 days 00:03:04,5
淡淡幽情,人約黃昏後,0 days 00:02:41,3
淡淡幽情,相看淚眼,0 days 00:03:43,3
淡淡幽情,欲說還休,0 days 00:02:47,4
淡淡幽情,思君,0 days 00:03:46,3
Remain In Light,Born Under Punches (The Heat Goes On),0 days 00:05:46,5
Remain In Light,Crosseyed And Painless,0 days 00:04:45,5
Remain In Light,The Great Curve,0 days 00:06:26,5
Remain In Light,Once In A Lifetime,0 days 00:04:19,2
Remain In Light,Houses In Motion,0 days 00:04:30,3
Remain In Light,Seen And Not Seen,0 days 00:03:20,4
Remain In Light,Listening Wind,0 days 00:04:42,4
Remain In Light,The Overload,0 days 00:06:00,2
أغنية (Ogneya),الصباح (Matar Al Sabah),0 days 00:04:25,5
أغنية (Ogneya),انتظرني (Entazerni),0 days 00:04:16,5
أغنية (Ogneya),أغنية (Oghneya),0 days 00:06:33,4
أغنية (Ogneya),ادفنوا أمواتكم وانهضوا (Edfeno Amwatakon Wanhadou),0 days 00:03:12,4
أغنية (Ogneya),مطر ناعم في خريف بعيد (Matar Naem),0 days 00:04:43,3
أغنية (Ogneya),لحن لامراتي وبلادي (Lahnon Lemra’ati Wa Beladi),0 days 00:05:15,4
أغنية (Ogneya),الجمعة السادس من يونيو (Juma’a 6 Hziran),0 days 00:04:47,3
La Grasa de las Capitales,La Grasa De Las Capitales,0 days 00:04:27,5
La Grasa de las Capitales,San Francisco Y El Lobo,0 days 00:02:20,4
La Grasa de las Capitales,Perro Andaluz,0 days 00:04:56,5
La Grasa de las Capitales,Frecuencia Modulada,0 days 00:03:17,5
La Grasa de las Capitales,Paranoia Y Soledad,0 days 00:06:42,3
La Grasa de las Capitales,Noche De Perros,0 days 00:06:30,5
La Grasa de las Capitales,"Viernes, 3 AM",0 days 00:04:25,5
La Grasa de las Capitales,Los Sobrevivientes,0 days 00:04:48,4
La Grasa de las Capitales,Canción De Hollywood,0 days 00:04:50,4
Solid State Survivor,Technopolis,0 days 00:04:14,4
Solid State Survivor,Absolute Ego Dance,0 days 00:04:38,4
Solid State Survivor,Rydeen,0 days 00:04:26,4
Solid State Survivor,Castalia,0 days 00:03:30,3
Solid State Survivor,Behind The Mask,0 days 00:03:35,4
Solid State Survivor,Day Tripper,0 days 00:02:39,2
Solid State Survivor,Insomnia,0 days 00:04:57,2
Solid State Survivor,Solid State Survivor,0 days 00:03:55,4
Heart Of The Congos,Fisherman,0 days 00:05:28,5
Heart Of The Congos,Congoman,0 days 00:05:35,4
Heart Of The Congos,Open Up The Gate,0 days 00:04:22,5
Heart Of The Congos,Children Crying,0 days 00:03:54,4
Heart Of The Congos,La La Bam-Bam,0 days 00:03:57,4
Heart Of The Congos,Can't Come In,0 days 00:05:47,3
Heart Of The Congos,Sodom & Gomorrow,0 days 00:04:20,3
Heart Of The Congos,The Wrong Thing,0 days 00:03:00,4
Heart Of The Congos,Ark Of Covenant,0 days 00:03:46,4
Heart Of The Congos,Solid Foundation,0 days 00:04:29,5
"مواصلات إلى جسد الأرض
(Mouasalat ila jacad el ard)",أنا ضمير المتكلم (Ana Damir El Motakallim),0 days 00:11:42,5
"مواصلات إلى جسد الأرض
(Mouasalat ila jacad el ard)",مواصلات إلى جسد الأ (Mouasalat Ila Jacad El Ard),0 days 00:03:27,3
"مواصلات إلى جسد الأرض
(Mouasalat ila jacad el ard)",خبز (Khobs),0 days 00:03:31,5
"مواصلات إلى جسد الأرض
(Mouasalat ila jacad el ard)",لم أزل (Lam Azal),0 days 00:03:36,3
"مواصلات إلى جسد الأرض
(Mouasalat ila jacad el ard)",عاد (Ada),0 days 00:04:58,2
"مواصلات إلى جسد الأرض
(Mouasalat ila jacad el ard)",يوما كنا (Yawma Konna),0 days 00:04:34,3
"مواصلات إلى جسد الأرض
(Mouasalat ila jacad el ard)",انتظرني (Intazirne),0 days 00:03:13,3
Cartola,O Mundo É Um Moinho,0 days 00:03:58,5
Cartola,Minha,0 days 00:02:21,5
Cartola,Sala De Recepção,0 days 00:03:29,3
Cartola,Não Posso Viver Sem Ela,0 days 00:02:45,3
Cartola,Preciso Me Encontrar,0 days 00:03:01,5
Cartola,Peito Vazio,0 days 00:02:56,5
Cartola,Aconteceu,0 days 00:02:50,3
Cartola,As Rosas Não Falam,0 days 00:02:56,4
Cartola,Sei Chorar,0 days 00:02:30,4
Cartola,Ensaboa,0 days 00:03:26,5
Cartola,Senhora Tentação,0 days 00:03:08,2
Cartola,Cordas De Aço,0 days 00:02:19,5
I Want You,I Want You (Vocal),0 days 00:04:35,5
I Want You,Come Live With Me Angel,0 days 00:06:28,4
I Want You,After The Dance (Instrumental),0 days 00:04:21,3
I Want You,Feel All My Love Inside,0 days 00:03:23,3
I Want You,I Wanna Be Where You Are,0 days 00:01:17,4
I Want You,I Want You (Intro Jam),0 days 00:00:20,-1
I Want You,All The Way Around,0 days 00:03:45,5
I Want You,Since I Had You,0 days 00:04:05,3
I Want You,Soon I’ll Be Loving You Again,0 days 00:03:16,5
I Want You,I Want You (Intro Jam),0 days 00:01:36,4
I Want You,After The Dance (Vocal),0 days 00:04:40,4
Places And Spaces,Change (Makes You Want To Hustle),0 days 00:05:07,4
Places And Spaces,Wind Parade,0 days 00:04:32,5
Places And Spaces,Dominoes,0 days 00:04:32,5
Places And Spaces,Places And Spaces,0 days 00:06:16,4
Places And Spaces,You And Music,0 days 00:05:18,4
Places And Spaces,Night Whistler,0 days 00:03:40,3
Places And Spaces,Just My Imagination,0 days 00:04:36,3
Troupeau Bleu,La Rue,0 days 00:04:23,4
Troupeau Bleu,Automne (Colchiques),0 days 00:02:35,3
Troupeau Bleu,L'Enfant Samba,0 days 00:03:00,4
Troupeau Bleu,Troupeau Bleu,0 days 00:05:00,5
Troupeau Bleu,Prelude A Go Round,0 days 00:03:52,5
Troupeau Bleu,Go Round,0 days 00:01:20,5
Troupeau Bleu,Chanson D'Un Jour D'hiver,0 days 00:05:20,4
Troupeau Bleu,Mary Et Jeff,0 days 00:02:40,3
Troupeau Bleu,Huit Octobre 1971,0 days 00:04:22,4
Troupeau Bleu,Sabbat (1re Partie),0 days 00:01:00,3
Troupeau Bleu,Sabbat (2e Partie),0 days 00:03:15,4
Troupeau Bleu,Sabbat (3e Partie),0 days 00:00:26,3
Troupeau Bleu,Madbass,0 days 00:02:50,2
Expensive Shit,Expensive Shit,0 days 00:13:07,4
Expensive Shit,Water No Get Enemy,0 days 00:11:02,5
Los Jaivas (El Indio),Pregon Para Iluminarse,0 days 00:05:15,5
Los Jaivas (El Indio),Guajira Cosmica,0 days 00:07:45,5
Los Jaivas (El Indio),La Conquistada,0 days 00:07:15,4
Los Jaivas (El Indio),Un Mar De Gente,0 days 00:04:06,5
Los Jaivas (El Indio),Un Dia De Tus Dias,0 days 00:03:10,5
Los Jaivas (El Indio),Tarka Y Ocarina,0 days 00:13:15,5
Lucky 7,Que Me Castigue Dios,0 days 00:05:55,4
Lucky 7,A Bailar Mi Bomba,0 days 00:05:00,3
Lucky 7,Te Voy A Tratar,0 days 00:03:38,3
Lucky 7,Estas Equivocada,0 days 00:05:57,4
Lucky 7,Fea,0 days 00:05:51,4
Lucky 7,Mi Desengaño,0 days 00:05:03,4
Lucky 7,La Hija De La Vecina,0 days 00:04:18,4
Lucky 7,Hoy Mi Día Triste,0 days 00:03:46,2
Lucky 7,La Mala Maña,0 days 00:04:55,3
Lucky 7,Me Le Fugué A La Candela,0 days 00:05:21,4
Unfinished Masterpiece,Un Puesto Vacante,0 days 00:03:56,3
Unfinished Masterpiece,Kinkamache,0 days 00:05:38,2
Unfinished Masterpiece,Oyelo Que Te Conviene,0 days 00:06:30,4
Unfinished Masterpiece,Cobarde,0 days 00:10:46,4
Unfinished Masterpiece,Random Thoughts,0 days 00:06:22,4
Unfinished Masterpiece,Resemblance,0 days 00:04:49,4
A Tábua De Esmeralda,Os Alquimistas Estão Chegando Os Alquimistas,0 days 00:03:16,4
A Tábua De Esmeralda,O Homem Da Gravata Florida,0 days 00:03:06,3
A Tábua De Esmeralda,Errare Humanum Est,0 days 00:04:55,4
A Tábua De Esmeralda,Menina Mulher Da Pele Preta,0 days 00:02:56,5
A Tábua De Esmeralda,Eu Vou Torcer,0 days 00:03:13,4
A Tábua De Esmeralda,Magnólia,0 days 00:03:13,5
A Tábua De Esmeralda,"Minha Teimosia, Uma Arma Pra Te Conquistar",0 days 00:02:43,5
A Tábua De Esmeralda,Zumbi,0 days 00:03:29,5
A Tábua De Esmeralda,Brother,0 days 00:02:54,2
A Tábua De Esmeralda,O Namorado Da Viúva,0 days 00:02:02,4
A Tábua De Esmeralda,Hermes Trismegisto E Sua Celeste Tábua De Esmeraldas,0 days 00:05:28,4
A Tábua De Esmeralda,Cinco Minutos (5 Minutos),0 days 00:02:57,3
Lo Mato,Señora Lola,0 days 00:03:23,4
Lo Mato,Todo Tiene Su Final,0 days 00:05:03,5
Lo Mato,La Maria,0 days 00:03:35,3
Lo Mato,Junio 73,0 days 00:07:10,5
Lo Mato,Calle Luna Calle Sol,0 days 00:03:48,4
Lo Mato,Vo So,0 days 00:04:25,3
Lo Mato,El Día De Mi Suerte,0 days 00:05:28,5
Lo Mato,Guajira Ven,0 days 00:04:08,3
Clube Da Esquina,Tudo Que Você Podia Ser,0 days 00:02:57,5
Clube Da Esquina,Cais,0 days 00:02:45,4
Clube Da Esquina,O Trem Azul,0 days 00:04:05,4
Clube Da Esquina,Saídas E Bandeiras Nᵒ 1,0 days 00:00:45,-1
Clube Da Esquina,Nuvem Cigana,0 days 00:02:59,5
Clube Da Esquina,Cravo E Canela,0 days 00:02:31,4
Clube Da Esquina,Dos Cruces,0 days 00:05:22,5
Clube Da Esquina,Um Girassol Da Cor De Seu Cabelo,0 days 00:04:12,5
Clube Da Esquina,San Vicente,0 days 00:02:46,4
Clube Da Esquina,Estrelas,0 days 00:00:28,-1
Clube Da Esquina,Clube Da Esquina Nº 2,0 days 00:03:38,5
Clube Da Esquina,Paisagem Da Janela,0 days 00:02:58,5
Clube Da Esquina,Me Deixa Em Paz,0 days 00:03:05,4
Clube Da Esquina,Os Povos,0 days 00:04:30,4
Clube Da Esquina,Saídas E Bandeiras Nᵒ 2,0 days 00:01:30,-1
Clube Da Esquina,Um Gosto De Sol,0 days 00:04:20,3
Clube Da Esquina,Pelo Amor De Deus,0 days 00:02:06,3
Clube Da Esquina,Lilia,0 days 00:02:33,5
Clube Da Esquina,Trem De Doido,0 days 00:03:58,5
Clube Da Esquina,Nada Será Como Antes,0 days 00:03:23,5
Clube Da Esquina,Ao Que Vai Nascer,0 days 00:03:20,4
Mateo Solo Bien Se Lame,Yulelé,0 days 00:02:50,3
Mateo Solo Bien Se Lame,Quien Te Viera,0 days 00:01:57,3
Mateo Solo Bien Se Lame,"Uh, Que Macana",0 days 00:02:20,2
Mateo Solo Bien Se Lame,De Nosotros Dos,0 days 00:03:15,3
Mateo Solo Bien Se Lame,Niña,0 days 00:02:33,3
Mateo Solo Bien Se Lame,Tras De Ti,0 days 00:04:00,2
Mateo Solo Bien Se Lame,¿Por Qué?,0 days 00:04:03,4
Mateo Solo Bien Se Lame,Jacinta,0 days 00:01:56,4
Mateo Solo Bien Se Lame,La Mama Vieja,0 days 00:02:20,3
Mateo Solo Bien Se Lame,Lala,0 days 00:02:47,4
Mateo Solo Bien Se Lame,La Chola,0 days 00:03:20,1
Mateo Solo Bien Se Lame,Esa Cosa,0 days 00:03:50,2
Mateo Solo Bien Se Lame,De Mi Pueblo,0 days 00:02:05,1
Mulatu of Ethiopia,Mulatu,0 days 00:05:00,3
Mulatu of Ethiopia,Mascaram Setaba,0 days 00:02:40,3
Mulatu of Ethiopia,Dewel,0 days 00:04:00,3
Mulatu of Ethiopia,Kulunmanqueleshi,0 days 00:02:05,2
Mulatu of Ethiopia,Kasalefkut-Hulu,0 days 00:02:25,4
Mulatu of Ethiopia,Munaye,0 days 00:03:15,4
Mulatu of Ethiopia,Chifara,0 days 00:07:00,5
The Awakening,The Awakening,0 days 00:06:19,4
The Awakening,I Love Music,0 days 00:07:19,5
The Awakening,Patterns,0 days 00:06:19,3
The Awakening,Dolphin Dance,0 days 00:05:05,4
The Awakening,You're My Everything,0 days 00:04:40,2
The Awakening,Stolen Moments,0 days 00:06:27,3
The Awakening,Wave,0 days 00:04:25,2
Almendra,Muchacha (Ojos De Papel),0 days 00:03:07,5
Almendra,Color Humano,0 days 00:09:12,4
Almendra,Figuración,0 days 00:03:22,3
Almendra,Ana No Duerme,0 days 00:02:44,3
Almendra,Fermin,0 days 00:03:19,3
Almendra,Plegaria Para Un Niño Dormido,0 days 00:04:04,5
Almendra,A Estos Hombres Tristes,0 days 00:05:59,5
Almendra,Que El Viento Borró Tus Manos,0 days 00:02:37,3
Almendra,Laura Va,0 days 00:02:48,4
Hosianna Mantra,Ah!,0 days 00:04:46,3
Hosianna Mantra,Kyrie,0 days 00:05:23,4
Hosianna Mantra,Hosianna-Mantra,0 days 00:10:11,4
Hosianna Mantra,Abschied,0 days 00:03:14,4
Hosianna Mantra,Segnung,0 days 00:06:07,5
Hosianna Mantra,Andacht (Pt. 1),0 days 00:00:47,-1
Hosianna Mantra,Nicht Hoch Im Himmel,0 days 00:06:18,5
Hosianna Mantra,Andacht (Pt. 2),0 days 00:00:46,-1
Hosianna Mantra,Maria (Ave Maria),0 days 00:04:29,3
Gal Costa,Não Identificado,0 days 00:03:15,3
Gal Costa,Sebastiana,0 days 00:02:26,3
Gal Costa,Lost In The Paradise,0 days 00:02:50,2
Gal Costa,Namorinho De Portão,0 days 00:02:33,3
Gal Costa,Saudosismo,0 days 00:03:11,4
Gal Costa,Se Você Pensa,0 days 00:03:17,2
Gal Costa,Vou Recomeçar,0 days 00:03:25,3
Gal Costa,"Divino, Maravilhoso",0 days 00:04:23,4
Gal Costa,Que Pena (Ela Já Não Gosta Mais De Mim),0 days 00:03:45,5
Gal Costa,Baby,0 days 00:03:30,4
Gal Costa,A Coisa Mais Linda Que Existe,0 days 00:04:02,3
Gal Costa,Deus É O Amor,0 days 00:02:57,4
The Doors,Break On Through (To The Other Side),0 days 00:02:25,3
The Doors,Soul Kitchen,0 days 00:03:33,5
The Doors,The Crystal Ship,0 days 00:02:32,3
The Doors,Twentieth Century Fox,0 days 00:02:31,3
The Doors,Alabama Song (Whisky Bar),0 days 00:03:17,4
The Doors,Light My Fire,0 days 00:07:09,5
The Doors,Back Door Man,0 days 00:03:32,4
The Doors,I Looked At You,0 days 00:02:20,3
The Doors,End Of The Night,0 days 00:02:50,2
The Doors,Take It As It Comes,0 days 00:02:14,4
The Doors,The End,0 days 00:11:43,3
Samba Esquema Novo,"Mas, Que Nada!",0 days 00:03:02,4
Samba Esquema Novo,Tim Dom Dom,0 days 00:02:21,4
Samba Esquema Novo,Balança Pema,0 days 00:01:29,5
Samba Esquema Novo,Vem Morena,0 days 00:01:59,4
Samba Esquema Novo,Chove Chuva,0 days 00:03:06,5
Samba Esquema Novo,É Só Sambar,0 days 00:02:06,5
Samba Esquema Novo,"Rosa, Menina Rosa",0 days 00:02:15,4
Samba Esquema Novo,Quero Esquecer Você,0 days 00:02:22,4
Samba Esquema Novo,Uála Uálalá,0 days 00:02:08,3
Samba Esquema Novo,A Tamba,0 days 00:03:04,3
Samba Esquema Novo,Menina Bonita Não Chora,0 days 00:02:07,4
Samba Esquema Novo,Por Causa De Você,0 days 00:02:47,4
Chavela Vargas,No Volvere,0 days 00:03:37,4
Chavela Vargas,Desdeñosa,0 days 00:03:16,3
Chavela Vargas,La Llorona,0 days 00:05:25,4
Chavela Vargas,La Nina Isabel,0 days 00:02:58,3
Chavela Vargas,Rayando El Sol,0 days 00:02:24,2
Chavela Vargas,El Dia Que Me Dijiste,0 days 00:03:08,4
Chavela Vargas,Manzanita,0 days 00:03:50,2
Chavela Vargas,Un Mundo Raro,0 days 00:03:17,3
Chavela Vargas,Paloma Negra,0 days 00:03:19,5
Chavela Vargas,Golondrina Viajera,0 days 00:03:19,3
Chavela Vargas,La Churrasca,0 days 00:02:36,3
Chavela Vargas,Adios Paloma,0 days 00:03:15,4
